Mod:Item:MetaData, Localized Name
actuallyadditions:item_flax_seed, Flax Seeds
actuallyadditions:item_coffee_seed, Coffee Seeds
actuallyadditions:item_pickaxe_emerald, Emerald Pickaxe
actuallyadditions:item_axe_emerald, Emerald Axe
actuallyadditions:item_shovel_emerald, Emerald Shovel
actuallyadditions:item_sword_emerald, Emerald Sword
actuallyadditions:item_hoe_emerald, Emerald Hoe
actuallyadditions:item_pickaxe_obsidian, Obsidian Pickaxe
actuallyadditions:item_axe_obsidian, Obsidian Axe
actuallyadditions:item_shovel_obsidian, Obsidian Shovel
actuallyadditions:item_sword_obsidian, Obsidian Sword
actuallyadditions:item_hoe_obsidian, Obsidian Hoe
actuallyadditions:item_pickaxe_quartz, Black Quartz Pickaxe
actuallyadditions:item_axe_quartz, Black Quartz Axe
actuallyadditions:item_shovel_quartz, Black Quartz Shovel
actuallyadditions:item_sword_quartz, Black Quartz Sword
actuallyadditions:item_hoe_quartz, Black Quartz Hoe
actuallyadditions:wooden_paxel, Wooden AIOT
actuallyadditions:stone_paxel, Stone AIOT
actuallyadditions:iron_paxel, Iron AIOT
actuallyadditions:gold_paxel, Golden AIOT
actuallyadditions:diamond_paxel, Diamond AIOT
actuallyadditions:emerald_paxel, Emerald AIOT
actuallyadditions:obsidian_paxel, Obsidian AIOT
actuallyadditions:quartz_paxel, Black Quartz AIOT
actuallyadditions:item_pickaxe_crystal_red, Restonia Crystal Pickaxe
actuallyadditions:item_axe_crystal_red, Restonia Crystal Axe
actuallyadditions:item_shovel_crystal_red, Restonia Crystal Shovel
actuallyadditions:item_sword_crystal_red, Restonia Crystal Sword
actuallyadditions:item_hoe_crystal_red, Restonia Crystal Hoe
actuallyadditions:item_helm_crystal_red, Restonia Crystal Helmet
actuallyadditions:item_chest_crystal_red, Restonia Crystal Chestplate
actuallyadditions:item_pants_crystal_red, Restonia Crystal Pants
actuallyadditions:item_boots_crystal_red, Restonia Crystal Boots
actuallyadditions:item_paxel_crystal_red, Restonia Crystal AIOT
actuallyadditions:item_pickaxe_crystal_blue, Palis Crystal Pickaxe
actuallyadditions:item_axe_crystal_blue, Palis Crystal Axe
actuallyadditions:item_shovel_crystal_blue, Palis Crystal Shovel
actuallyadditions:item_sword_crystal_blue, Palis Crystal Sword
actuallyadditions:item_hoe_crystal_blue, Palis Crystal Hoe
actuallyadditions:item_helm_crystal_blue, Palis Crystal Helmet
actuallyadditions:item_chest_crystal_blue, Palis Crystal Chestplate
actuallyadditions:item_pants_crystal_blue, Palis Crystal Pants
actuallyadditions:item_boots_crystal_blue, Palis Crystal Boots
actuallyadditions:item_paxel_crystal_blue, Palis Crystal AIOT
actuallyadditions:item_pickaxe_crystal_light_blue, Diamatine Crystal Pickaxe
actuallyadditions:item_axe_crystal_light_blue, Diamatine Crystal Axe
actuallyadditions:item_shovel_crystal_light_blue, Diamatine Crystal Shovel
actuallyadditions:item_sword_crystal_light_blue, Diamatine Crystal Sword
actuallyadditions:item_hoe_crystal_light_blue, Diamatine Crystal Hoe
actuallyadditions:item_helm_crystal_light_blue, Diamatine Crystal Helmet
actuallyadditions:item_chest_crystal_light_blue, Diamatine Crystal Chestplate
actuallyadditions:item_pants_crystal_light_blue, Diamatine Crystal Pants
actuallyadditions:item_boots_crystal_light_blue, Diamatine Crystal Boots
actuallyadditions:item_paxel_crystal_light_blue, Diamatine Crystal AIOT
actuallyadditions:item_pickaxe_crystal_black, Void Crystal Pickaxe
actuallyadditions:item_axe_crystal_black, Void Crystal Axe
actuallyadditions:item_shovel_crystal_black, Void Crystal Shovel
actuallyadditions:item_sword_crystal_black, Void Crystal Sword
actuallyadditions:item_hoe_crystal_black, Void Crystal Hoe
actuallyadditions:item_helm_crystal_black, Void Crystal Helmet
actuallyadditions:item_chest_crystal_black, Void Crystal Chestplate
actuallyadditions:item_pants_crystal_black, Void Crystal Pants
actuallyadditions:item_boots_crystal_black, Void Crystal Boots
actuallyadditions:item_paxel_crystal_black, Void Crystal AIOT
actuallyadditions:item_pickaxe_crystal_green, Emeradic Crystal Pickaxe
actuallyadditions:item_axe_crystal_green, Emeradic Crystal Axe
actuallyadditions:item_shovel_crystal_green, Emeradic Crystal Shovel
actuallyadditions:item_sword_crystal_green, Emeradic Crystal Sword
actuallyadditions:item_hoe_crystal_green, Emeradic Crystal Hoe
actuallyadditions:item_helm_crystal_green, Emeradic Crystal Helmet
actuallyadditions:item_chest_crystal_green, Emeradic Crystal Chest
actuallyadditions:item_pants_crystal_green, Emeradic Crystal Pants
actuallyadditions:item_boots_crystal_green, Emeradic Crystal Boots
actuallyadditions:item_paxel_crystal_green, Emeradic Crystal AIOT
actuallyadditions:item_pickaxe_crystal_white, Enori Crystal Pickaxe
actuallyadditions:item_axe_crystal_white, Enori Crystal Axe
actuallyadditions:item_shovel_crystal_white, Enori Crystal Shovel
actuallyadditions:item_sword_crystal_white, Enori Crystal Sword
actuallyadditions:item_hoe_crystal_white, Enori Crystal Hoe
actuallyadditions:item_helm_crystal_white, Enori Crystal Helmet
actuallyadditions:item_chest_crystal_white, Enori Crystal Chest
actuallyadditions:item_pants_crystal_white, Enori Crystal Pants
actuallyadditions:item_boots_crystal_white, Enori Crystal Boots
actuallyadditions:item_paxel_crystal_white, Enori Crystal AIOT
cyclicmagic:nether_redstone_ore, Nether Redstone Ore
cyclicmagic:nether_iron_ore, Nether Iron Ore
cyclicmagic:nether_gold_ore, Nether Gold Ore
cyclicmagic:nether_coal_ore, Nether Coal Ore
cyclicmagic:nether_lapis_ore, Nether Lapis Ore
cyclicmagic:nether_emerald_ore, Nether Emerald Ore
cyclicmagic:nether_diamond_ore, Nether Diamond Ore
cyclicmagic:end_redstone_ore, End Redstone Ore
cyclicmagic:end_coal_ore, End Coal Ore
cyclicmagic:end_lapis_ore, End Lapis Ore
cyclicmagic:end_emerald_ore, End Emerald Ore
cyclicmagic:end_diamond_ore, End Diamond Ore
cyclicmagic:end_gold_ore, End Gold Ore
cyclicmagic:end_iron_ore, End Iron Ore
cyclicmagic:fluid_drain, Fluid Collector
cyclicmagic:crystallized_amber, Crystallized Amber
cyclicmagic:crystallized_obsidian, Crystallized Obsidian
cyclicmagic:emerald_helmet, Emerald Helmet
cyclicmagic:emerald_chestplate, Emerald Chestplate
cyclicmagic:emerald_leggings, Emerald Leggings
cyclicmagic:emerald_boots, Emerald Boots
cyclicmagic:emerald_sword, Emerald Sword
cyclicmagic:emerald_pickaxe, Emerald Pickaxe
cyclicmagic:emerald_axe, Emerald Axe
cyclicmagic:emerald_spade, Emerald Shovel
cyclicmagic:emerald_hoe, Emerald Hoe
cyclicmagic:purple_boots, Crystallized Obsidian Boots
cyclicmagic:purple_leggings, Crystallized Obsidian Leggings
cyclicmagic:purple_chestplate, Crystallized Obsidian Chestplate
cyclicmagic:purple_helmet, Crystallized Obsidian Helmet
cyclicmagic:crystal_pickaxe, Crystal Pickaxe
cyclicmagic:crystal_axe, Crystal Axe
cyclicmagic:crystal_spade, Crystal Shovel
cyclicmagic:crystal_hoe, Crystal Hoe
cyclicmagic:crystal_sword, Crystal Sword
cyclicmagic:glowing_helmet, Vision Helmet
cyclicmagic:sword_weakness, Sword of Atrophy
cyclicmagic:sword_slowness, Sword of Decay
cyclicmagic:sword_ender, Sword of Evasion
cyclicmagic:netherbrick_pickaxe, Nether Pickaxe
cyclicmagic:netherbrick_axe, Nether Axe
cyclicmagic:netherbrick_spade, Nether Shovel
cyclicmagic:netherbrick_hoe, Nether Hoe
cyclicmagic:sandstone_pickaxe, Sandstone Pickaxe
cyclicmagic:sandstone_axe, Sandstone Axe
cyclicmagic:sandstone_spade, Sandstone Shovel
cyclicmagic:sandstone_hoe, Sandstone Hoe
cyclicmagic:sandstone_sword, Sandstone Sword
cyclicmagic:chest_sack, Sack of Holding
cyclicmagic:chest_sack_empty, Empty Sack of Holding
cyclicmagic:storage_bag, Storage Bag
cyclicmagic:ender_pearl_reuse, Ender Orb
cyclicmagic:ender_pearl_mounted, Ender Orb Translocator
cyclicmagic:tool_harvest_weeds, Brush Scythe
cyclicmagic:tool_harvest_crops, Garden Scythe
cyclicmagic:tool_harvest_leaves, Tree Scythe
cyclicmagic:tool_swap, Standard Exchange Scepter
cyclicmagic:tool_swap_match, Gentle Exchange Scepter
cyclicmagic:dynamite_safe, Combat Dynamite
cyclicmagic:dynamite_mining, Mining Dynamite
cyclicmagic:horse_upgrade_type, Infected Carrot
cyclicmagic:horse_upgrade_variant, Lapis Carrot
cyclicmagic:horse_upgrade_health, Diamond Carrot
cyclicmagic:horse_upgrade_speed, Redstone Carrot
cyclicmagic:horse_upgrade_jump, Ender Carrot
cyclicmagic:heart_food, Heart Container
cyclicmagic:heart_toxic, Empty Heart Container
cyclicmagic:fire_starter, Fire Starter
cyclicmagic:fire_dark_anim, Duskflame Essence
cyclicmagic:ender_blaze, Duskflame Hex
cyclicmagic:fire_frost, Frost Fire
cyclicmagic:fire_dark, Dark Fire
cyclicmagic:plate_launch_med, Slime Plate
cyclicmagic:plate_launch_small, Soft Slime Plate
cyclicmagic:plate_launch_large, Hardened Slime Plate
cyclicmagic:plate_launch_extra, Extreme Slime Plate
cyclicmagic:plate_push, Conveyor Belt
cyclicmagic:plate_push_corner, Conveyor Belt Corner
cyclicmagic:plate_push_med_angle, Conveyor Belt Ramp
cyclicmagic:plate_push_fast, Fast Conveyor Belt
cyclicmagic:plate_push_fast_corner, Fast Conveyor Belt Corner
cyclicmagic:plate_push_fast_angle, Fast Conveyor Belt Ramp
cyclicmagic:plate_push_slow, Slow Conveyor Belt
cyclicmagic:plate_push_slow_corner, Slow Conveyor Belt Corner
cyclicmagic:plate_push_slow_angle, Slow Conveyor Belt Ramp
cyclicmagic:plate_push_slowest, Slowest Conveyor Belt
cyclicmagic:plate_push_slowest_corner, Slowest Conveyor Belt Corner
cyclicmagic:plate_push_slowest_angle, Slowest Conveyor Belt Ramp
cyclicmagic:wireless_transmitter, Wireless Transmitter
cyclicmagic:wireless_receiver, Wireless Receiver
cyclicmagic:spikes_iron, Iron Spikes
cyclicmagic:spikes_diamond, Diamond Spikes
cyclicmagic:peat_biomass, Biomass
cyclicmagic:peat_fuel, Peat
cyclicmagic:peat_fuel_enriched, Enriched Peat
cyclicmagic:peat_unbaked, Dry Peat Bog
cyclicmagic:peat_baked, Saturated Peat Deposit
cyclicmagic:peat_generator, Peat-fired Generator
cyclicmagic:peat_farm, Peat Farmer
cyclicmagic:cable_wireless, Item Transfer Node
cyclicmagic:cable_wireless_energy, Energy Transfer Node
cyclicmagic:cable_wireless_fluid, Fluid Transfer Node
cyclicmagic:block_fragile, Fragile Scaffolding
cyclicmagic:block_fragile_auto, Responsive Scaffolding
cyclicmagic:block_fragile_weak, Replaceable Scaffolding
cyclicmagic:item_pipe_sort, Item Sorter
cyclicmagic:item_pipe, Item Pipe
cyclicmagic:item_pump, Item Extractor
cyclicmagic:energy_pipe, Energy Cable
cyclicmagic:energy_pump, Energy Extraction Cable
cyclicmagic:fluid_pipe, Fluid Cable
cyclicmagic:fluid_pump, Fluid Extraction Cable
cyclicmagic:bundled_pipe, Bundled Cable
cyclicmagic:card_location, GPS Marker
cyclicmagic:block_library, Ender Bookshelf
cyclicmagic:block_library_ctrl, Ender Library
cyclicmagic:poison, Poison
cyclicmagic:amber, Amber
cyclicmagic:biomass, Biomass
cyclicmagic:crystal, Crystallized Obsidian
cyclicmagic:milk, Milk
cyclicmagic:robot_spawner, Target Dummy Spawner
cyclicmagic:laser_cannon, Rainbow Cannon
cyclicmagic:tool_trade, Merchant Almanac
cyclicmagic:soulstone, Soulstone
cyclicmagic:tool_launcher, Player Launcher
cyclicmagic:password_remote, Remote Lever
cyclicmagic:tool_elevate, Rod of Elevation
cyclicmagic:tool_rotate, Wooden Wrench
cyclicmagic:evoker_fang, Evoker Fang
cyclicmagic:water_spreader, Water Spreader
cyclicmagic:ender_eye_orb, Solid Ender Eye
cyclicmagic:glove_climb, Climbing Gloves
cyclicmagic:tool_torch_launcher, Torch launcher
cyclicmagic:water_freezer, Water Froster
cyclicmagic:fire_killer, Fire Slayer
cyclicmagic:sack_ender, Ender Sack
cyclicmagic:tool_mount, Stirrups
cyclicmagic:tool_prospector, Prospector
cyclicmagic:book_ender, Ender Book
cyclicmagic:carbon_paper, Carbon Paper
cyclicmagic:tool_spelunker, Cavefinder
cyclicmagic:ender_dungeon, Spawner Seeker
cyclicmagic:ender_lightning, Engraved Thunder
cyclicmagic:cyclic_wand_build, Cyclic Building Scepter
cyclicmagic:shears_obsidian, Obsidian Shears
cyclicmagic:tool_warp_home, Ender Wing Prime
cyclicmagic:tool_warp_spawn, Ender Wing
cyclicmagic:tool_push, Piston Scepter
cyclicmagic:sleeping_mat, Sleeping Mat
cyclicmagic:tool_spawn_inspect, Spawn Detector
cyclicmagic:mattock, Mattock
cyclicmagic:wand_hypno, Chaos Reaper
cyclicmagic:tool_randomize, Block Randomizer
cyclicmagic:ender_tnt_1, Dynamite I
cyclicmagic:ender_tnt_2, Dynamite II
cyclicmagic:ender_tnt_3, Dynamite III
cyclicmagic:ender_tnt_4, Dynamite IV
cyclicmagic:ender_tnt_5, Dynamite V
cyclicmagic:ender_tnt_6, Dynamite VI
cyclicmagic:ender_wool, Enhanced Shears
cyclicmagic:ender_torch, Throwing Torch
cyclicmagic:magic_net, Monster Ball
cyclicmagic:apple_emerald, Emerald Apple
cyclicmagic:corrupted_chorus, Corrupted Chorus Fruit
cyclicmagic:glowing_chorus, Glowing Chorus Fruit
cyclicmagic:ender_snow, Frost Bringer
cyclicmagic:ender_water, Antimatter Evaporator
cyclicmagic:tool_auto_torch, Automatic Torch
cyclicmagic:charm_antidote, Antidote Charm
cyclicmagic:wand_missile, Spirit Seeker
cyclicmagic:charm_water, Water Charm
cyclicmagic:sign_editor, Rainbow Crayon
cyclicmagic:charm_air, Air Charm
cyclicmagic:charm_void, Void Charm
cyclicmagic:charm_boat, Sailor Charm
cyclicmagic:charm_fire, Fire Charm
cyclicmagic:charm_speed, Speed Charm
cyclicmagic:charm_wing, Wing Charm
cyclicmagic:food_step, Apple of Lofty Stature
cyclicmagic:tool_mount_inverse, Inverted Stirrups
cyclicmagic:apple_lapis, Lapis Apple
cyclicmagic:boomerang, Boomerang
cyclicmagic:stone_pebble, Pebble
cyclicmagic:slingshot_weapon, Slingshot
cyclicmagic:plate_vector, Aerial Faith Plate
cyclicmagic:builder_pattern, Pattern Replicator
cyclicmagic:magnet_block, Item Magnet
cyclicmagic:magnet_anti_block, Interdiction Pulsar
cyclicmagic:doorbell_simple, Doorbell
cyclicmagic:inventory_food, Inventory Upgrade
cyclicmagic:crafting_food, Inventory Crafting Table
cyclicmagic:dehydrator, Dehydrator
cyclicmagic:block_vacuum, Item Collector
cyclicmagic:beacon_potion, Pharos Beacon
cyclicmagic:button_large, Large Button
cyclicmagic:moon_sensor, Moon Phase Sensor
cyclicmagic:clock, Redstone Clock
cyclicmagic:sprout, Magic Bean Sprout
cyclicmagic:sprout_seed, Magic Bean
cyclicmagic:target, Bullseye Target
cyclicmagic:apple, Apple Sprout
cyclicmagic:beacon_redstone, Empty Beacon
cyclicmagic:sprinkler, Sprinkler
cyclicmagic:block_forester, Forester
cyclicmagic:auto_packager, Packager
cyclicmagic:block_miner, Block Miner
cyclicmagic:block_hydrator, Hydrator
cyclicmagic:block_anvil_magma, Magma Anvil
cyclicmagic:melter, Melter
cyclicmagic:solidifier, Solidifier
cyclicmagic:block_anvil, Powered Diamond Anvil
cyclicmagic:harvester_block, Harvester
cyclicmagic:xpjuice, Experience
cyclicmagic:block_enchanter, Enchanter
cyclicmagic:exp_pylon, Experience Pylon
cyclicmagic:builder_block, Structure Builder
cyclicmagic:uncrafting_block, Uncrafting Grinder
cyclicmagic:block_miner_smart, Controlled Miner
cyclicmagic:placer_block, Block Placer
cyclicmagic:password_block, Password Trigger
cyclicmagic:block_user, Automated User
cyclicmagic:battery_infinite, Infinite Battery
cyclicmagic:battery, Battery
cyclicmagic:trash, Trash Void
cyclicmagic:block_workbench, Workbench
cyclicmagic:block_screen, Text Projector
cyclicmagic:screen_target, Sensor Display
cyclicmagic:glass_strong, Tempered Glass
cyclicmagic:block_soundproofing, Soundproofing
cyclicmagic:auto_crafter, Auto Crafter
cyclicmagic:entity_detector, Entity Detector
cyclicmagic:fan, Fan
cyclicmagic:block_shears, Shearing Block
cyclicmagic:block_fishing, Automatic Fishing Net
cyclicmagic:block_disenchanter, Unchant Pylon
cyclicmagic:block_storeempty, Fluid Storage Tank
cyclicmagic:laser, Laser Cell
cyclicmagic:sound_player, SFX Block
cyclicmagic:dice, Dice
cyclicmagic:imbuer, Imbue Station
cyclicmagic:void_anvil, Void Anvil
cyclicmagic:dropper_exact, Precise Dropper
cyclicmagic:fluid_placer, Fluid Placer
cyclicmagic:water_candle, Water Candle
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probe_goggles, The One Probe (Bauble)
architecturecraft:sawblade, Circular Saw Blade
architecturecraft:largepulley, Large Pulley
architecturecraft:chisel, Architect's Chisel
architecturecraft:hammer, Architect's Hammer
architecturecraft:sawbench, Architect's Sawbench
aroma1997sdimension:portalframe, Portal Frame
aroma1997sdimension:portalframesphere, Biomesphere Portal Frame
aroma1997sdimension:miningmultitool, Mining Multitool
aroma1997sdimension:dimensionchanger, DimensionChangerMultitool
aroma1997sdimension:miningore:0, Sticky Ore
aroma1997sdimension:miningore:1, Clay Ore
astralsorcery:itemcraftingcomponent:0, Aquamarine
astralsorcery:itemcraftingcomponent:1, Starmetal Ingot
astralsorcery:itemcraftingcomponent:2, Stardust
astralsorcery:itemcraftingcomponent:3, Glass Lens
astralsorcery:itemcraftingcomponent:4, Resonating Gem
astralsorcery:itemcraftingcomponent:5, Parchment
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:iteminfusedglass, Infused Glass
astralsorcery:itemrockcrystalsimple:0, Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemcelestialcrystal:0, Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemjournal, Astral Tome
astralsorcery:itemhandtelescope, Looking Glass
astralsorcery:itemlinkingtool, Linking Tool
astralsorcery:itemwand, Resonating Wand
astralsorcery:itemsextant, Sextant
astralsorcery:itemilluminationwand, Illumination Wand
astralsorcery:itemcoloredlens:0, Colored Lens
astralsorcery:itemcoloredlens:1, Colored Lens
astralsorcery:itemcoloredlens:2, Colored Lens
astralsorcery:itemcoloredlens:3, Colored Lens
astralsorcery:itemcoloredlens:4, Colored Lens
astralsorcery:itemcoloredlens:5, Colored Lens
astralsorcery:itemcoloredlens:6, Colored Lens
astralsorcery:itemskyresonator, Fosic Resonator
astralsorcery:itemshiftingstar, Shifting Star
astralsorcery:itemarchitectwand, Formation Wand
astralsorcery:itemexchangewand, Conversion Wand
astralsorcery:itemgrapplewand, Impulsion Wand
astralsorcery:itemusabledust:0, Illumination Powder
astralsorcery:itemusabledust:1, Nocturnal Powder
astralsorcery:itemknowledgeshare, Scroll of Written Expertise
astralsorcery:itemperkseal, Sealing Sigil
astralsorcery:itemknowledgefragment, Lucent Scroll
astralsorcery:itemfragmentcapsule, Shining Casing
astralsorcery:itemperkgem:0, Ourium Gem
astralsorcery:itemperkgem:1, Ilium Gem
astralsorcery:itemperkgem:2, Fengarum Gem
astralsorcery:itemcrystalpickaxe, Crystal Pickaxe
astralsorcery:itemcrystalshovel, Crystal Shovel
astralsorcery:itemcrystalaxe, Crystal Axe
astralsorcery:itemcrystalsword, Crystal Sword
astralsorcery:itemchargedcrystalaxe, Infused Crystal Axe
astralsorcery:itemchargedcrystalsword, Infused Crystal Sword
astralsorcery:itemchargedcrystalpickaxe, Infused Crystal Pickaxe
astralsorcery:itemchargedcrystalshovel, Infused Crystal Shovel
astralsorcery:itemcape, Mantle of Stars
astralsorcery:itemenchantmentamulet, Resplendent Prism
astralsorcery:blockmarblestairs, Marble Stairs
astralsorcery:blockflarelight, Volatile Flare
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, Containment Chalice
astralsorcery:blockbore, Evershifting Fountain
astralsorcery:blockattunementaltar, Attunement Altar
astralsorcery:blockattunementrelay, Spectral Relay
astralsorcery:blockwell, Lightwell
astralsorcery:blockworldilluminator, Cave Illuminator
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, Starlight Infuser
astralsorcery:blockrituallink, Ritual Anchor
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, Tree Beacon
astralsorcery:blocktranslucentblock, Translucent Block
astralsorcery:blockmapdrawingtable, Stellar Refraction Table
astralsorcery:blockcelestialgateway, Celestial Gateway
astralsorcery:blockobservatory, Observatory
astralsorcery:blocklens, Lens
astralsorcery:blockprism, PrismLens
astralsorcery:blockmarbleslab:0, Marble Slab
astralsorcery:blockcustomore:0, Rock Crystal Ore
astralsorcery:blockcustomore:1, Starmetal Ore
astralsorcery:blockcustomsandore:0, Aquamarine Shale
astralsorcery:blockcustomflower:0, Faint Amaranth
astralsorcery:blockmarble:0, Marble
astralsorcery:blockmarble:1, Marble Bricks
astralsorcery:blockmarble:2, Marble Pillar
astralsorcery:blockmarble:3, Marble Arch
astralsorcery:blockmarble:4, Chiseled Marble
astralsorcery:blockmarble:5, Engraved Marble
astralsorcery:blockmarble:6, Runed Marble
astralsorcery:blockblackmarble:0, Sooty Marble
astralsorcery:blockblackmarble:1, Sooty Marble Bricks
astralsorcery:blockblackmarble:2, Sooty Marble Pillar
astralsorcery:blockblackmarble:3, Sooty Marble Arch
astralsorcery:blockblackmarble:4, Chiseled Sooty Marble
astralsorcery:blockblackmarble:5, Engraved Sooty Marble
astralsorcery:blockblackmarble:6, Runed Sooty Marble
astralsorcery:blockinfusedwood:0, Infused Wood
astralsorcery:blockinfusedwood:1, Infused Wood Planks
astralsorcery:blockinfusedwood:2, Infused Wood Column
astralsorcery:blockinfusedwood:3, Infused Wood Arch
astralsorcery:blockinfusedwood:4, Engraved Infused Wood
astralsorcery:blockinfusedwood:5, Enriched Infused Wood
astralsorcery:blockinfusedwood:6, Vibrant Infused Wood
astralsorcery:blockborehead:0, Neromantic Prime
astralsorcery:blockborehead:1, Fysallidic Prime
astralsorcery:blockmachine:0, Telescope
astralsorcery:blockmachine:1, Grindstone
astralsorcery:blockcelestialcrystals:0, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:1, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:2, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:3, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:4, Celestial Crystal Cluster
astralsorcery:blockgemcrystals:0, Gem Crystal Cluster
astralsorcery:blockgemcrystals:1, Gem Crystal Cluster
astralsorcery:blockgemcrystals:2, Gem Crystal Cluster
astralsorcery:blockgemcrystals:3, Gem Crystal Cluster
astralsorcery:blockgemcrystals:4, Gem Crystal Cluster
astralsorcery:blockstructural:0, Telescope
astralsorcery:blockritualpedestal, Ritual Pedestal
astralsorcery:blockaltar:0, Luminous Crafting Table
astralsorcery:blockaltar:1, Starlight Crafting Altar
astralsorcery:blockaltar:2, Celestial Altar
astralsorcery:blockaltar:3, Iridescent Altar
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond:0, Diamond Wand
betterbuilderswands:wandunbreakable:0, Unbreakable Wand
chiselsandbits:chisel_stone, Stone Chisel
chiselsandbits:chisel_iron, Iron Chisel
chiselsandbits:chisel_gold, Golden Chisel
chiselsandbits:chisel_diamond, Diamond Chisel
